layer,tree_guid,parent_tree_guid,children_count,node_object_guid,node_object_id,node_structure_element_guid,node_structure_element_name,object_structure_element_guid,object_structure_element_name,resolved_structure_element_name
3,787bd477-39ad-4f73-82d3-d4287eff37d4,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,d2a6f82f-5330-43af-9cdd-c95532b36118,74782,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,bbeba0bc-745c-4a6e-8414-b17bd5c9de40,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,574f9fe5-aa43-497b-9260-cc270ab7d6a5,140252,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,9599aec9-875b-47e1-a9f5-62ed402fbc3a,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,a554078d-8403-4e62-9925-ccd9e392a7e6,62027,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d2ede585-4a15-4b29-b3af-94a2fc4523f2,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,013e16fc-8b1f-4b95-9c34-ce425205ae0e,121287,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,8876464c-70ca-44f3-b953-ac7e09d41316,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,9c6ba409-ecfe-4325-a977-cf026ffade9a,140207,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d75a1566-794b-4489-be6d-daf007a7cbe6,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,2b2b15ba-28c3-44a2-9f3c-cf1551f6c8f3,121258,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,c8b75fe9-c3ab-4e3f-a331-036a824f23e2,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,9f0fa0c8-777e-4b88-a710-cf6267df0339,121261,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d10ebfdf-687f-437d-8ba6-02acd90a63de,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,f82655ce-e7ec-416b-9be6-cfe98b8d4156,119342,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,21e8df45-9fc1-485d-b4eb-6c9cedb02329,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,cf92a3cb-40e6-490c-8f3c-d11012bdbbab,140008,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,85a7980c-1d8b-4ff4-992d-51019b7f7034,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,cd8e5e80-06d8-4039-beb9-d1b8e46c1a05,119343,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,c3b6abe2-7043-4711-8b98-0930c066c925,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,de25cfeb-df2d-47ce-9da0-d28e104a0391,77001,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,060b0bbd-e186-4845-ae98-8cefbdfeea05,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,e08565a5-1d65-4603-995c-d34906ad8d05,140125,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,cf962bb9-3d93-490d-bc10-7be1dc639afe,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,6a5bc961-74ce-4ba3-b995-d3bb2d1e9f57,121366,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,6e62bb77-663b-4f57-ada9-6e90cd9b7a38,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,03550097-1d72-4aeb-b5f0-d3f050fac165,121374,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,6dc93cef-5dd5-4ae8-8f5d-379d701f9f54,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,e7daff84-39a4-467f-a587-d73f78753701,77021,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,bb0c3d8c-2234-4b34-8989-941da019aeb8,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,6224144b-e47c-4326-973b-d77ec6d54bb5,119173,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,03427dc1-b9ab-4e49-9bfd-d36a9c83c113,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,8d21bed6-76bc-4fd0-a210-d7df9658fe25,120530,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,7f1659d0-8f21-4864-914b-d94f3ebee133,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,a4475005-6d39-4588-8578-d941f8d482de,120562,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,7d4695f1-2591-4cc2-b2bb-51a5247f1aa4,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,92808968-f73e-4ee8-a61b-d9f853ab4de9,117085,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,46697658-1898-4361-ad93-d625526e5f76,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,6aa3dff3-1427-41c0-80da-da30b5d96041,74238,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,3bed45d5-a903-4000-b372-30a318289b09,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,eef447d5-331b-4646-8d20-daa2c8166547,71012,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,31dac1e3-6884-4cc2-b3a4-4d0e2023a251,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,65619626-b42d-489e-b78c-dc5a5391274c,140210,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b53895b5-71bf-4d0a-bb9d-97c8e292d9cb,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,c5af3375-6864-44aa-aece-dc7660624bf5,119166,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,292be2bc-5733-478c-aa3a-441e3c198564,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,dd6799b5-c9a9-42a5-9b72-dc8309872745,62024,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e05d252d-be6b-41b5-8154-1e12a2529baa,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,01a64cc7-2d89-46f9-9193-dc9bf12572b2,116826,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,408b6061-8123-443f-9285-17b41cebe427,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,8951722b-ab91-406a-934a-dca5abc38aa4,119350,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,7fe50d61-767c-4e45-811e-e28cab808027,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,ca898b95-7338-401a-b355-dd2506bde0da,74113,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e0698013-9e5a-43c0-8d09-48bc709f316c,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,87d4c50f-6183-4100-a198-dd4d571d04b9,140116,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,f4726e0e-b773-44d3-a458-8a2d31e7db76,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,cac3e7e8-231c-46b9-986b-dea13068e78a,119176,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,240a0873-b1ba-4d88-84bc-cc1b6d68b664,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,cda93133-1feb-4f0d-b049-df638d196c5a,121293,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b02cfdef-148c-455a-bf28-1601623c5215,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,07e08740-acde-4b2f-8174-dfd341448bd7,140201,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,11fc3525-2428-4b5a-949a-bbead9625830,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,60702932-3ea7-436a-b89f-e0ba16622185,121282,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d042d736-17f1-4796-a381-5cc8599cfa56,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,c1db89aa-2ee4-4083-bc97-e124743dc057,121312,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,6c9cba9b-1658-4aba-9cc2-a9328ecff7a1,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,168a38bb-2407-4202-9db5-e3a9a940a237,62026,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,624fd27a-3234-430d-8f07-aba480b2726c,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,b2d1170a-46ad-4a5d-b444-e49ac1f2be6b,121310,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,8ae212da-b855-4f8c-9c82-62f133db1b81,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,9533e4d4-ab7f-4722-9b95-e539845707ce,119201,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,81417dcb-3665-45a2-afb2-4846b9421f3f,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,5dcb56ec-eeef-410c-bbd2-e5772ba9fa76,140105,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,61d05ad8-b04e-4ac1-8acd-9cd9e952a233,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,e3c51d1d-05ef-4aa0-a371-e660b0414f7b,78010,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,2a669b92-f2fe-43a5-903c-00a00d566e06,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,d7817d06-1739-4f50-bc87-e6930c2f3d27,74918,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b143868a-caca-407a-9549-bba350ac24a7,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,010f0ac7-ad1f-4de0-bc27-e70fe850ec45,117389,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,734d3132-cb79-4e49-94bc-fbdfe2c72fb9,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,6955ea0a-a689-40f8-8d1f-e75663d6c3af,116599,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b287eb4f-3d8f-4551-ac2d-2736817bd37f,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,ce465bdb-95eb-4fc9-ae02-e761d34660a6,103563,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,3cb14a0e-44ef-47e6-a405-f7b2d1e17d6a,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,2b2572c4-d8b9-4499-96b2-e76a770e4c9e,119348,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,8b993c0e-11bd-4a5d-9da9-264b9673791c,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,f730cce5-a0b5-4165-a4b1-e7e27867ff2d,74796,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,7e7df80e-833c-440e-aad0-3491069c2347,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,0e2c615e-c5fe-4b68-b7f0-e8c952f43a0b,119448,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,03c6dcd4-a9c0-4cbc-bea3-5328cccedec4,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,968ed1f4-6ee4-48d4-971d-e8feb183261c,74107,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,be0d6bd6-b705-43c2-b475-e53fba7ebbb7,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,382e0af0-8797-406b-90ab-e9379279546d,100199,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,5a69f05d-0d2f-42dd-a379-fdf9229b7424,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,395b4ee1-fc09-4aab-8ca8-ec65c1e35fe9,74109,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,935d8895-612e-4a83-9091-57e252bd6bc2,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,52f169d4-32a1-4f6b-a728-ec84d89c212e,140124,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,7e69435f-a885-4be8-aef1-0ba9b5c8f861,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,fcb4cf0d-1d4b-4db4-8ff7-ecb5b2dfd28c,140251,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,f6eedf0f-1dfb-455c-be2d-225b14d6d620,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,57c580b6-e583-4a33-94e2-ed571b19336b,121268,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,334f0a83-2116-43f4-b32e-b47564a0b2a2,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,8c902bb6-a162-45a1-a25e-edef001d927d,140114,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,be484857-4fdd-4521-997c-61ae7c5d27f7,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,198ac39e-45c8-4d1e-87b9-ee6d43d76dd2,120567,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,20608092-05e4-4ce1-b8e6-1c1ebfca0ea0,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,7531730b-63c4-405b-ac8e-eee8e9c8a236,74914,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,ec99da3a-890f-472f-a40e-5bdd3fe94e37,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,4fe4e27c-7815-4eb6-9bea-ef83c12d40fb,121307,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,29f36223-2291-455f-8898-9b6ef2a615f3,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,3ae49dce-1df0-4a51-9e7a-efa6c84dfda9,140102,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,cc9992ee-60f9-4a13-94a4-1fadc3474a54,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,cdda2b63-6fd9-4f4c-8027-f03c6d2a8f8e,121280,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,656e174d-8c30-4fe9-a894-cd295d706cd3,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,2b41cfd9-721d-4f31-aca2-f0963dc22e2a,71001,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e095f93e-8bd4-4e3e-adde-44e26df34e1b,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,f01bb153-7592-41a7-b369-f1face81cc4c,140006,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,edcf7255-9f29-4214-bf32-075f6267a690,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,557cb5cc-96f9-43a1-ad77-f204920c54b3,119177,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,818717a2-e414-4b61-835f-83fab0942c3e,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,dfa80ed7-c99f-473b-912d-f245bc0b1b41,74287,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e8b7c438-98bf-4217-a950-21615eab46cd,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,6ac26b18-5f4b-465a-9310-f31dfea46e7d,140013,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,3b35beb6-806d-4353-b2af-01661b86a231,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,4e5db084-9560-4dc4-8c65-f44721055aa9,140011,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,f8ef9f70-b747-4785-a930-3bd74fae85a8,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,46e491e1-32e3-4c01-91d6-f50e0af03e8b,121273,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,beff1847-8181-4140-9ebf-56a1adf3e5cf,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,1979ff0d-8036-4be9-b0d8-f54a21653439,117930,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,58fb51f4-6415-4d7e-882b-2405ede1501d,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,5707b980-ef84-4cd9-8cf5-f7aecc25ddf6,121378,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e8cbfb02-b83b-4dac-bcb1-2432709128fd,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,42c23e8c-ce3a-4190-8502-f9df0b5ba862,74284,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,201f8c1d-589a-40ec-9c99-0c0f2ec7cebc,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,e5780bf6-663c-4f66-80fe-fa30b6012a04,118438,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d4362915-5bd9-4352-abad-b9c2ae91c59f,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,4ef4d7d7-7fce-4104-a747-fa7e0eb6011c,119114,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,501cccc6-5d00-48bb-a25c-f88d0063e5f1,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,d85102c2-5bf0-4e1e-99fe-fbabf30afc0f,100301,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,34c87097-2eb0-4017-b4d7-ecc78edf7729,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,d9872b62-b55f-4ee6-b44e-fc7fdf316ad7,140119,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,a1dd25d0-8eec-4dc1-b35d-7258a4e7985b,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,b76eab01-84ab-41be-bd7e-fcf98ca880ff,119439,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,4dca4a1b-b3b0-45a7-be3f-74d7d2a3ce01,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,079c0db4-cbc0-4888-a45c-fe546eaeb8ec,78009,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,11c18c78-7a12-4ec5-986f-25affb1b4dc8,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,ce50c7e5-ab10-4a0a-8aea-fe6c000aef03,77007,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,aae6077e-f96a-493c-b7e6-f55766cf8d56,2d3af5b9-eee6-4fac-b5a8-6ff09125cbde,0,b284e5c9-9841-4a3d-a30d-ff0d2e60db3c,62583,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,a1171268-28df-4771-a0e6-b9ad4a5e2a82,40448295-e45a-428e-b83e-73a557967f79,81,76753aa5-62a7-47c8-b18e-43857d320ef6,D-07-02,fab5a80b-92df-43e9-ac3a-b12ee3f4bf58,,,Stufe 2,Stufe 2
3,3af22a45-3777-48b0-8e15-4bc03e58706f,40448295-e45a-428e-b83e-73a557967f79,24,da3abfa8-f0b8-4238-845d-7af1a66809ea,07-03,fab5a80b-92df-43e9-ac3a-b12ee3f4bf58,,,Stufe 2,Stufe 2
3,730bf5fe-ce7a-455b-b3d6-07d063a9a8fd,40448295-e45a-428e-b83e-73a557967f79,3,db7eed88-594a-428b-8b60-b4a33700df93,07-01,fab5a80b-92df-43e9-ac3a-b12ee3f4bf58,,,Stufe 2,Stufe 2
4,3a0e9312-c7f5-44ad-9e72-1d42e3e4d347,a40b7c23-f7b7-4dda-b19c-0174091ff67c,0,7b4c48a9-b41d-4d32-92ef-b7992e645f61,118982,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,33ec124e-c1ce-4332-9361-b18d1916d040,a40b7c23-f7b7-4dda-b19c-0174091ff67c,0,71cbe44f-2e88-4e64-be67-c12aa80211f4,119823,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,5e047e01-e8e8-413f-bc9f-cc60af0e04a9,3eda9a60-cd59-485c-afae-dcf31fe66e90,0,ddd0dab4-fa00-4ff3-bf64-1025cd7dc27b,118430,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,04cbf144-82fb-4343-8e36-8fa1bb0a8ed9,3eda9a60-cd59-485c-afae-dcf31fe66e90,0,96bd4137-9037-441c-bcfa-70df29d2fbc3,119822,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,2e000fe7-2182-4fa5-9ff7-dfe16991b892,724e662b-6c03-4dfc-a5c1-91e6520b1b9f,1,63a00ca0-0a0b-4861-9b3b-0ca49bc79dba,01-03-04,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
4,d9f7e5be-bb1f-4aae-a0db-377bac95c094,724e662b-6c03-4dfc-a5c1-91e6520b1b9f,15,23aa8bfe-d5a3-473f-861e-0cfa973c30d0,01-03-05,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
4,03598048-60f2-4201-b41f-a81832e7a972,724e662b-6c03-4dfc-a5c1-91e6520b1b9f,25,32ec914f-45dd-4440-8dc0-260a389b8e53,01-03-02,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
4,0fa3f05c-b175-4047-956c-7272a5c3630c,724e662b-6c03-4dfc-a5c1-91e6520b1b9f,10,c7bc75ec-6dd3-4666-a8af-e0175bfc3b34,01-03-03,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
4,2d4f7e48-ccec-4601-b9fb-68312cb385f7,724e662b-6c03-4dfc-a5c1-91e6520b1b9f,22,e1c47119-08ee-4f4d-9e39-e23c926f324f,01-03-01,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
4,866dda79-17b6-4c12-8fd9-d048a0b9be21,724e662b-6c03-4dfc-a5c1-91e6520b1b9f,12,fc2426cc-4671-42a0-88c7-ede38fb99c90,01-03-06,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
4,432ab4f6-c7cc-48f1-b5b1-52b3915e9419,724e662b-6c03-4dfc-a5c1-91e6520b1b9f,16,a2c24a20-1174-455d-80b7-f5150b806e05,01-03-07,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
4,0a63427c-43ba-43c5-9887-9dc4658867c7,4843ec96-849f-4743-b41d-6d5d2c44e959,0,9b1f3dd1-8d37-4635-9885-03353e4946b5,80050,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,bd756230-0ccf-45c9-a975-3b78a42cd24b,4843ec96-849f-4743-b41d-6d5d2c44e959,0,e48d59c5-a685-4362-8da4-077a7f41ef14,119280,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,32e0867a-b0ff-41ac-8c75-46d17f5d6f73,4843ec96-849f-4743-b41d-6d5d2c44e959,0,7fd3bfb5-7cac-4391-8312-1909df3b02ea,80023,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,d8bd66fd-6ce8-4b3e-b51d-d5dde2a8f514,4843ec96-849f-4743-b41d-6d5d2c44e959,0,993fe49b-5cfb-410c-8b8c-1c65dd310b8f,80116,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,ee96a592-df16-4b5f-b5f3-e59f5f646794,4843ec96-849f-4743-b41d-6d5d2c44e959,0,e5742e30-bfda-47da-b20b-2fccd76ebf6f,80060,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,77d5cb35-6e4f-48b9-8822-1bb63648366d,4843ec96-849f-4743-b41d-6d5d2c44e959,0,92f49561-9a14-4e61-a015-32980ce4f818,119150,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,ba688419-2d2a-481d-ab82-9ac4d4eb41d6,4843ec96-849f-4743-b41d-6d5d2c44e959,0,1195017c-dd5d-40a0-8700-3ab5062f5eff,80064,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,1cb8620d-97d4-4a1f-8f03-ba165dd3113d,4843ec96-849f-4743-b41d-6d5d2c44e959,0,e483c726-0e6e-4940-b7ab-44810ec7de0c,80028,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,91fce341-df27-4266-ac30-64906b64cdda,4843ec96-849f-4743-b41d-6d5d2c44e959,0,0a8aa7e3-6151-4652-b895-4d1369a0f7ef,80067,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,e842763d-54fb-40a0-b707-981d25621942,4843ec96-849f-4743-b41d-6d5d2c44e959,0,3da1fa69-5f15-44f3-88bb-4dc9f7021bf6,80045,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,aa069fa9-4bb2-4378-a50a-3668fb2f2347,4843ec96-849f-4743-b41d-6d5d2c44e959,0,1cd8f55a-cc36-4cd3-9937-552411270675,118448,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,4e0b69e1-5d04-4edb-9ccb-d1c90bcafef5,4843ec96-849f-4743-b41d-6d5d2c44e959,0,0010c856-0bcb-43ee-b512-5c785dc74286,80026,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
4,67d9d096-e371-4182-83d9-10c9b89dfdd0,4843ec96-849f-4743-b41d-6d5d2c44e959,0,06172489-041f-4bb8-8c5b-679dee737ada,80130,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
